CLAF,PRID,Drain,Layer,TopDep,BotDep,CFRAG,SDTO,STPC,CLPC,PSCL,BULK,TAWK,TAWC,CECS,BSAT,CECc,PHAQ,TCEQ,GYPS,ELCO,TOTC,TOTN,CNrt,ECEC,ALSA,ESP
Z,WD-Z,M,D4,60,80,19,39,31,30,M,1.320000052,,14,14.57999992,100,45,8.149999619,109.4499969,10.35000038,13.78999996,2,0.349999994,8.130000114,32,0,41
Z,WD-Z,M,D5,80,100,14,39,30,31,M,1.399999976,,15,15.85000038,100,47.52999878,8.199999809,108,12,12.5,1.610000014,0.349999994,8.109999657,28.5,0,35
Zg,WD-Zg,P,D1,0,20,4,36,34,30,M,1.370000005,,12,18.65999985,100,42.29999924,8.380000114,79,56.22000122,10.65999985,4.130000114,0.600000024,10,27,0,61
Zg,WD-Zg,P,D2,20,40,11,37,31,32,M,1.429999948,,15,17.60000038,100,45,8.449999809,112.3799973,28,6.230000019,2.470000029,0.5,8,16.17000008,0,65
Zg,WD-Zg,P,D3,40,60,11,38,31,31,M,1.620000005,,14,19,100,45.22000122,8.350000381,114,19.12000084,4.300000191,2,0.310000002,8.81000042,16.32999992,0,66
Zg,WD-Zg,P,D4,60,80,5,36,32,32,M,1.620000005,,15,20.79999924,100,45,8.300000191,127,13.18000031,1.889999986,2.599999905,0.319999993,7.889999866,19,0,62
Zg,WD-Zg,P,D5,80,100,4,35,30,35,F,1.620000005,,16,21.25,100,45,8.399999619,86.19999695,12,1.5,1.549999952,0.300000012,8.5,18.45000076,0,55
Zm,WD-Zm,P,D1,0,20,7,31,32,37,F,1.320000052,,10,30.12000084,100,73.83000183,8.020000458,85,48.33000183,24.67000008,9.720000267,1.570000052,9.520000458,30.14999962,0,22
Zm,WD-Zm,P,D2,20,40,11,28,33,39,F,1.389999986,,11,30.20000076,100,51,8.06000042,115,19,12,5,0.899999976,8.399999619,28,0,25
Zm,WD-Zm,P,D3,40,60,11,28,30,42,F,1.429999948,,11,35.47000122,100,49.29999924,8.199999809,131,11.38000011,13.27999973,5.300000191,0.400000006,8.390000343,34.25,0,34
Zm,WD-Zm,P,D4,60,80,19,33,24,43,F,1.320000052,,14,35,100,45,8.149999619,109.4499969,10.35000038,13.78999996,2,0.349999994,8.130000114,32,0,41
Zm,WD-Zm,P,D5,80,100,14,34,25,41,F,1.399999976,,15,32.38000107,100,47.52999878,8.199999809,108,12,12.5,1.610000014,0.349999994,8.109999657,28.5,0,35
Zo,WD-Zo,M,D1,0,20,8,41,33,26,M,1.340000033,,9,15.38000011,100,50,8.100000381,82.5,39.25,27.86000061,4.800000191,0.550000012,9.569999695,23,0,15
Zo,WD-Zo,M,D2,20,40,10,42,31,27,M,1.429999948,,11,14.61999989,100,51.33000183,8.079999924,89.59999847,17,13.38000011,3.099999905,0.400000006,9,27,0,22
Zo,WD-Zo,M,D3,40,60,10,42,30,28,M,1.379999995,,10,14.05000019,100,51,8.100000381,104.5999985,11.25,14.27000046,2.400000095,0.349999994,8.5,37.5,0,22
Zo,WD-Zo,M,D4,60,80,25,41,30,29,M,1.299999952,,12,13.84000015,100,46.61999893,8.100000381,94,14,13.78999996,1.700000048,0.349999994,7.630000114,36.59999847,0,32
Zo,WD-Zo,M,D5,80,100,34,41,30,29,M,1.389999986,,14,15.30000019,100,49.25,8.18999958,94,12,14,1.419999957,0.310000002,7,30,0,30
Zt,WD-Zt,I,D1,0,20,7,39,33,28,M,1.320000052,,10,15.97000027,100,46,8.090000153,246,48.33000183,24.67000008,4.699999809,0.550000012,9.449999809,30.14999962,0,22
Zt,WD-Zt,I,D2,20,40,11,39,31,30,M,1.389999986,,11,15.97999954,100,50.5,8.090000153,234.7599945,19,12,3,0.449999988,8.06000042,28,0,25
Zt,WD-Zt,I,D3,40,60,11,39,31,30,M,1.429999948,,11,15,100,49.29999924,8.140000343,254,11.38000011,13.27999973,2.470000029,0.400000006,8.390000343,34.25,0,34
Zt,WD-Zt,I,D4,60,80,19,39,31,30,M,1.320000052,,14,14.57999992,100,45,8.149999619,109.4499969,10.35000038,13.78999996,2,0.349999994,8.130000114,32,0,41
Zt,WD-Zt,I,D5,80,100,14,39,30,31,M,1.399999976,,15,15.85000038,100,47.52999878,8.199999809,108,12,12.5,1.610000014,0.349999994,8.109999657,28.5,0,35
